network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,502,504,513,,,505,3572,3589,3597,,
testnet,default,transfer-erc20-test,1,257,303,314,,,305,3373,3391,3400,,
testnet,default,transfer-cadence-soft-finality-test,0,426,429,472,430,3506,,,3552,3597,431,7748
testnet,default,transfer-cadence-test,0,465,502,525,503,3577,,,3622,6716,505,6714
mainnet,default,transfer-test,0,754,757,767,,,758,7044,7060,7070,,
testnet,ALCHEMY_URL,transfer-test,0,378,406,439,,,405,3701,3740,3780,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,290,305,353,,,308,3526,3541,3559,,
mainnet,ALCHEMY_URL,transfer-test,0,278,304,324,,,305,6728,6761,6778,,
testnet,QUICKNODE_URL,transfer-test,0,216,253,262,,,254,3319,3332,3340,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,236,254,265,,,255,3321,3340,3349,,
mainnet,QUICKNODE_URL,transfer-test,0,2457,2464,2475,,,2465,8752,8767,8776,,
