network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,958,957,1019,,,,,,,,,958,4500,4540,4601,,,,
testnet,default,transfer-erc20-test,,,0,724,758,823,,,,,,,,,761,4298,4329,4392,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,591,629,693,,,,,,,630,4986,,,5002,5065,,,631,8179
testnet,default,transfer-cadence-test,,,0,606,641,723,,,,,,,642,3990,,,4018,7087,,,643,8302
mainnet,default,transfer-test,,,0,1101,1107,1180,,,,,,,,,1108,14288,14321,14393,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,856,892,1089,,,,,,,892,9572,,,9582,9772,,,893,10722
testnet,ALCHEMY_URL,transfer-test,,,1,958,958,1076,,,,,,,,,959,4765,4779,4884,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1346,1356,1477,,,,,,,,,1359,5065,5090,5187,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1022,1056,1178,,,,,,,,,1056,8111,8151,8247,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,764,807,882,,,,,,,,,808,4479,4489,4564,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,809,808,887,,,,,,,,,811,4473,4494,4571,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,710,753,826,,,,,,,,,754,7457,7465,7536,,,,
mainnet,default,headless-kittypunch-swap-1,0,21515,,,,,21551,31002,,,31018,49544,,,,,,,49564,56419,,
mainnet,default,headless-kittypunch-swap-2,0,3479,,,,,,,3521,10123,10170,28471,,,,,,,28486,35562,,
