network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1085,1114,1190,,,,,,,1115,4773,4800,4875,,,,
testnet,default,transfer-erc20-test,,,1,678,707,777,,,,,,,710,4290,4296,4364,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,687,728,837,,,,,729,4088,,,4102,4207,,,731,7413
testnet,default,transfer-cadence-test,,,0,523,572,651,,,,,572,3972,,,3998,7589,,,574,8383
mainnet,default,transfer-test,,,0,1108,1154,1226,,,,,,,1155,8067,8116,8186,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,985,990,1107,,,,,991,8837,,,8880,9006,,,993,13331
testnet,ALCHEMY_URL,transfer-test,,,0,1669,1670,1908,,,,,,,1670,6253,6254,6380,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1248,1261,1366,,,,,,,1264,5387,5406,5504,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1325,1365,1847,,,,,,,1366,5934,5958,6060,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,723,759,827,,,,,,,760,4366,4401,4469,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,1,653,656,730,,,,,,,659,4294,4344,4414,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,907,909,980,,,,,,,910,4552,4597,4667,,,,
mainnet,default,headless-kittypunch-swap-1,0,21335,,,,,21369,24176,24219,42737,,,,,,,42765,50107,,
