network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,687,707,743,,,,,,,708,3963,3986,4020,,,,
testnet,default,transfer-erc20-test,,,0,520,554,592,,,,,,,557,3810,3838,3873,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,308,342,377,,,,,342,4590,,,4611,4649,,,344,7751
testnet,default,transfer-cadence-test,,,0,766,802,856,,,,,802,5034,,,5077,6784,,,804,7109
mainnet,default,transfer-test,,,0,716,755,765,,,,,,,756,7035,7069,7078,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,579,610,687,,,,,611,9464,,,9464,9516,,,612,12599
testnet,ALCHEMY_URL,transfer-test,,,0,686,705,763,,,,,,,705,4041,4079,4126,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,510,555,604,,,,,,,558,3872,3882,3918,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,642,655,711,,,,,,,655,7510,7538,7593,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,272,302,311,,,,,,,302,6580,6627,6635,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,1,222,250,263,,,,,,,253,3324,3365,3858,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,571,602,612,,,,,,,603,6883,6927,6937,,,,
mainnet,default,headless-kittypunch-swap-1,0,20699,,,,,20702,28929,28954,48126,,,,,,,48134,54560,,
