providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),GetBalance_Await_hash(waiting),GetBalance_Await_hash(completed),GetBalance_Await_receipt->Change(waiting),GetBalance_Await_receipt->Change(completed),WaitForTransactionExecuted(waiting),WaitForTransactionExecuted(completed),WaitForTransactionReceiptAction(waiting),WaitForTransactionReceiptAction(completed),WaitForTransactionSealed(waiting),WaitForTransactionSealed(completed)
default,transfer-test,0,1141,1150,1270,7850,7940,,,1150,7875,,
default,transfer-erc20-test,0,950,950,1042,7600,7689,,,950,7628,,
default,transfer-cadence-soft-finality-test,0,721,650,837,5050,5254,650,5139,,,650,8409
default,transfer-cadence-test,0,403,350,815,4950,8527,350,5031,,,350,8750
ALCHEMY_URL,transfer-test,0,2086,2100,2430,60000,120257,,,2100,92112,,
ALCHEMY_URL,transfer-erc20-test,0,1623,1650,1797,60000,120420,,,1650,91662,,
