network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,572,606,630,,,607,6993,7016,7035,,
testnet,default,transfer-erc20-test,0,269,303,327,,,306,13099,13147,13168,,
testnet,default,transfer-cadence-soft-finality-test,0,527,574,625,575,6913,,,6914,6968,577,10072
testnet,default,transfer-cadence-test,0,295,338,372,339,5673,,,5676,9436,341,9896
mainnet,default,transfer-test,0,917,963,988,,,964,7389,7421,7446,,
mainnet,default,transfer-cadence-soft-finality-test,0,356,389,456,389,7762,,,7787,7855,391,15197
testnet,ALCHEMY_URL,transfer-test,0,500,504,544,,,505,7013,7063,7098,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,495,506,546,,,510,6998,7018,7046,,
mainnet,ALCHEMY_URL,transfer-test,0,337,353,381,,,354,6819,6822,6850,,
testnet,QUICKNODE_URL,transfer-test,1,347,352,373,,,353,6728,6765,6784,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,298,303,327,,,306,13104,13126,13147,,
mainnet,QUICKNODE_URL,transfer-test,0,423,456,480,,,457,6882,6885,6909,,
