network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,352,353,385,,,,,,,,,353,3584,3631,3662,,,,
testnet,default,transfer-erc20-test,,,0,356,402,438,,,,,,,,,405,3669,3683,3718,,,,
testnet,default,transfer-cadence-soft-finality-test,,,1,435,445,503,,,,,,,446,4656,,,4669,4728,,,446,7760
testnet,default,transfer-cadence-test,,,0,272,284,334,,,,,,,285,4520,,,4559,7677,,,286,8657
mainnet,default,transfer-test,,,1,74,100,107,,,,,,,,,101,6345,6361,6367,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,255,286,350,,,,,,,287,6174,,,6219,6267,,,288,8284
testnet,ALCHEMY_URL,transfer-test,,,0,722,759,847,,,,,,,,,760,4124,4129,4183,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,345,352,389,,,,,,,,,355,6953,6973,7039,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,555,555,601,,,,,,,,,556,7151,7157,7198,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,53,100,105,,,,,,,,,101,6333,6363,6378,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,60,103,111,,,,,,,,,105,3142,3176,3183,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,67,102,108,,,,,,,,,102,6342,6362,6368,,,,
mainnet,default,headless-kittypunch-swap-1,0,21601,,,,,21618,22646,,,22685,41333,,,,,,,41361,47253,,
mainnet,default,headless-kittypunch-swap-2,0,2424,,,,,,,2431,4969,4995,23944,,,,,,,23955,29804,,
mainnet,default,headless-kittypunch-swap-3,0,18617,,,,,18628,19514,,,19536,35242,,,,,,,35255,42598,,
mainnet,default,headless-kittypunch-swap-4,0,1761,,,,,,,1761,3947,3969,19819,,,,,,,19839,27234,,
