network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,725,764,799,,,,,,,,,765,7286,7296,7329,,,,
testnet,default,transfer-erc20-test,,,0,723,764,802,,,,,,,,,767,7306,7350,7386,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,504,549,601,,,,,,,550,5869,,,5905,5958,,,551,9045
testnet,default,transfer-cadence-test,,,1,484,529,581,,,,,,,530,6901,,,6906,9325,,,531,10023
mainnet,default,transfer-test,,,0,843,866,911,,,,,,,,,867,7466,7502,7541,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,647,689,770,,,,,,,690,5877,,,5892,5989,,,691,11239
testnet,ALCHEMY_URL,transfer-test,,,0,991,1019,1091,,,,,,,,,1020,7861,7910,7977,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,901,918,993,,,,,,,,,921,7717,7756,7833,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,706,714,786,,,,,,,,,714,4263,4285,4357,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,512,560,586,,,,,,,,,561,7011,7039,7064,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,559,561,595,,,,,,,,,564,7047,7049,7080,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,797,815,855,,,,,,,,,816,7419,7463,7502,,,,
mainnet,default,headless-kittypunch-swap-1,0,20982,,,,,20983,29380,,,29412,47921,,,,,,,47953,51286,,
mainnet,default,headless-kittypunch-swap-2,0,1928,,,,,,,1958,8254,8295,26382,,,,,,,26414,33271,,
