network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,562,609,636,,,,,,,,,610,7064,7069,7095,,,,
testnet,default,transfer-erc20-test,,,0,395,408,446,,,,,,,,,410,6880,6892,6922,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,618,656,717,,,,,,,657,5994,,,6013,6074,,,658,9190
testnet,default,transfer-cadence-test,,,0,452,491,529,,,,,,,491,4780,,,4780,7919,,,493,7969
mainnet,default,transfer-test,,,0,1102,1123,1157,,,,,,,,,1124,7661,7706,7740,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,578,619,699,,,,,,,619,5601,,,5624,5704,,,621,12070
testnet,ALCHEMY_URL,transfer-test,,,0,800,818,870,,,,,,,,,819,7466,7504,7545,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,552,561,621,,,,,,,,,564,7225,7248,7302,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,569,612,667,,,,,,,,,613,7235,7246,7284,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,428,458,488,,,,,,,,,459,6924,6941,6969,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,531,560,594,,,,,,,,,564,7029,7045,7075,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,808,819,854,,,,,,,,,820,7368,7405,7438,,,,
mainnet,default,headless-kittypunch-swap-3,0,18247,,,,,18256,24314,,,24353,39988,,,,,,,40034,48390,,
mainnet,default,headless-kittypunch-swap-4,0,1654,,,,,,,1694,5202,5227,20887,,,,,,,20893,33355,,
