network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,1085,1114,1170,,,1115,7854,7862,7918,,
testnet,default,transfer-erc20-test,0,539,559,620,,,562,7318,7336,7394,,
testnet,default,transfer-cadence-soft-finality-test,0,851,859,948,860,4189,,,4235,4327,861,8561
testnet,default,transfer-cadence-test,0,487,495,584,496,6036,,,6056,9155,498,9315
mainnet,default,transfer-cadence-soft-finality-test,0,866,894,999,894,5663,,,5690,5794,896,11191
testnet,ALCHEMY_URL,transfer-test,0,1175,1212,1338,,,1213,8671,8686,8795,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,728,760,879,,,762,8187,8198,8310,,
mainnet,ALCHEMY_URL,transfer-test,0,1003,1013,1265,,,1014,8153,8189,8452,,
testnet,QUICKNODE_URL,transfer-test,0,559,559,611,,,558,7292,7341,7393,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,529,559,620,,,562,7315,7327,7385,,
