network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,939,965,1027,,,,,,,966,4507,4554,4614,,,,
testnet,default,transfer-erc20-test,,,0,903,904,970,,,,,,,907,4457,4487,4551,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,504,537,671,,,,,538,3887,,,3909,3973,,,540,7081
testnet,default,transfer-cadence-test,,,1,587,624,732,,,,,625,3929,,,3940,6912,,,626,7119
mainnet,default,transfer-test,,,0,775,805,875,,,,,,,805,7500,7507,7577,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,747,770,902,,,,,770,7336,,,7354,8235,,,771,9653
testnet,ALCHEMY_URL,transfer-test,,,0,860,867,1001,,,,,,,868,4630,4642,4743,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,785,816,934,,,,,,,819,4545,4595,4720,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,897,908,1286,,,,,,,908,8224,8249,8358,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,783,813,884,,,,,,,813,4439,4475,4545,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,874,918,994,,,,,,,921,4543,4548,4620,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,826,867,942,,,,,,,867,7566,7602,7673,,,,
mainnet,default,headless-kittypunch-swap-1,0,20989,,,,,20994,29617,29662,48175,,,,,,,48197,55034,,
