network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,686,712,771,,,713,7508,7540,7598,,
testnet,default,transfer-erc20-test,0,617,658,724,,,661,7471,7521,7584,,
testnet,default,transfer-cadence-soft-finality-test,0,539,544,635,545,7018,,,7046,7140,546,10313
testnet,default,transfer-cadence-test,0,505,510,585,511,4860,,,4895,9015,513,9251
mainnet,default,transfer-test,0,625,659,716,,,660,7414,7441,7498,,
testnet,ALCHEMY_URL,transfer-test,0,1348,1364,1618,,,1365,9408,9441,9701,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1538,1566,1680,,,1569,9664,9692,9821,,
mainnet,ALCHEMY_URL,transfer-test,0,1328,1366,1477,,,1367,3835,3847,4105,,
testnet,QUICKNODE_URL,transfer-test,0,616,660,722,,,661,7453,7480,7542,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,568,606,672,,,609,7422,7472,7535,,
mainnet,QUICKNODE_URL,transfer-test,0,762,805,867,,,806,7762,7778,7839,,
