network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,675,714,746,,,,,,,,,715,7167,7193,7223,,,,
testnet,default,transfer-erc20-test,,,0,647,663,697,,,,,,,,,665,7120,7147,7179,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,676,699,733,,,,,,,699,4882,,,4916,4972,,,701,7991
testnet,default,transfer-cadence-test,,,0,296,334,395,,,,,,,335,4502,,,4522,6672,,,337,7609
mainnet,default,transfer-test,,,0,775,815,822,,,,,,,,,816,7064,7094,7100,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,277,278,343,,,,,,,279,9093,,,9103,9152,,,280,11105
testnet,ALCHEMY_URL,transfer-test,,,0,432,458,503,,,,,,,,,459,6982,7031,7065,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,295,302,342,,,,,,,,,304,6821,6831,6867,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,572,608,644,,,,,,,,,609,7061,7087,7121,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,333,351,356,,,,,,,,,351,3387,3415,3420,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,199,199,209,,,,,,,,,202,6442,6468,6475,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,235,255,261,,,,,,,,,256,6499,6534,6541,,,,
mainnet,default,headless-kittypunch-swap-3,0,18385,,,,,18431,26680,,,26723,42469,,,,,,,42502,49843,,
mainnet,default,headless-kittypunch-swap-4,0,1672,,,,,,,1688,7432,7458,23120,,,,,,,23129,30498,,
