network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,950,970,1041,,,971,7826,7870,7935,,
testnet,default,transfer-erc20-test,0,817,860,940,,,863,14229,14231,14310,,
testnet,default,transfer-cadence-soft-finality-test,0,580,619,729,620,7347,,,7355,7457,621,11777
testnet,default,transfer-cadence-test,0,691,731,820,732,7317,,,7363,11281,734,11756
mainnet,default,transfer-test,0,1376,1377,1451,,,1378,8301,8320,8392,,
mainnet,default,transfer-cadence-soft-finality-test,0,739,779,1597,780,8493,,,8535,8649,781,14073
testnet,ALCHEMY_URL,transfer-test,0,1278,1275,1377,,,1276,8589,8623,8709,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,741,765,859,,,768,8187,8217,8323,,
mainnet,ALCHEMY_URL,transfer-test,0,898,918,1010,,,918,7934,7961,8056,,
testnet,QUICKNODE_URL,transfer-test,0,620,662,734,,,663,7558,7581,7652,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,603,613,687,,,616,7518,7546,7617,,
mainnet,QUICKNODE_URL,transfer-test,0,846,863,936,,,863,7780,7792,7864,,
