network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,848,866,919,,,,,,,,,867,7548,7549,7605,,,,
testnet,default,transfer-erc20-test,,,0,635,662,722,,,,,,,,,665,7359,7398,7452,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,689,701,778,,,,,,,702,6155,,,6160,6216,,,703,9327
testnet,default,transfer-cadence-test,,,0,406,426,528,,,,,,,427,5869,,,5889,8439,,,428,9064
mainnet,default,transfer-test,,,0,780,816,841,,,,,,,,,817,7253,7295,7320,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,520,530,627,,,,,,,531,6516,,,6554,6636,,,533,9723
testnet,ALCHEMY_URL,transfer-test,,,0,620,661,710,,,,,,,,,662,7396,7396,7461,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,536,561,635,,,,,,,,,564,7262,7298,7372,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,777,819,892,,,,,,,,,820,7504,7554,7600,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,480,509,529,,,,,,,,,510,6894,6943,6963,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,338,356,380,,,,,,,,,359,6742,6786,6807,,,,
mainnet,QUICKNODE_URL,transfer-test,,,1,472,513,538,,,,,,,,,514,6945,6992,7017,,,,
mainnet,default,headless-kittypunch-swap-1,0,21517,,,,,21556,30007,,,30029,48517,,,,,,,48566,55410,,
mainnet,default,headless-kittypunch-swap-2,0,2128,,,,,,,2175,8532,8570,26745,,,,,,,26795,33308,,
