network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,1,623,655,690,,,656,3968,4015,4052,,
testnet,default,transfer-erc20-test,0,697,717,757,,,720,7244,7249,7286,,
testnet,default,transfer-cadence-soft-finality-test,0,465,470,508,471,6726,,,6745,6783,472,8832
testnet,default,transfer-cadence-test,0,335,371,430,372,4603,,,4610,6408,373,6683
mainnet,default,transfer-test,0,750,764,774,,,765,7050,7094,7103,,
mainnet,default,transfer-cadence-soft-finality-test,0,494,493,562,494,6409,,,6411,6471,495,10589
testnet,ALCHEMY_URL,transfer-test,0,490,504,576,,,505,7150,7155,7197,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,424,459,515,,,461,7107,7111,7160,,
mainnet,ALCHEMY_URL,transfer-test,0,497,505,563,,,506,7092,7130,7164,,
testnet,QUICKNODE_URL,transfer-test,0,84,101,110,,,101,6377,6427,6435,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,88,102,115,,,105,6382,6430,6441,,
mainnet,QUICKNODE_URL,transfer-test,0,492,510,521,,,511,6794,6839,6848,,
