network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,554,559,564,,,,,,,,,558,6796,6829,6834,,,,
testnet,default,transfer-erc20-test,,,0,241,252,260,,,,,,,,,254,6490,6490,6496,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,427,433,489,,,,,,,434,5584,,,5615,5654,,,435,8710
testnet,default,transfer-cadence-test,,,0,245,245,294,,,,,,,245,6530,,,6532,9278,,,247,9643
mainnet,default,transfer-test,,,0,620,657,663,,,,,,,,,658,6900,6924,6929,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,525,557,638,,,,,,,558,6307,,,6341,6388,,,559,10464
testnet,ALCHEMY_URL,transfer-test,,,0,1156,1162,1289,,,,,,,,,1163,8125,8135,8202,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1099,1107,1174,,,,,,,,,1109,8247,8286,8429,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,756,758,829,,,,,,,,,759,7507,7510,7561,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,288,304,309,,,,,,,,,305,6545,6573,6578,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,175,209,218,,,,,,,,,211,6450,6464,6470,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,502,505,511,,,,,,,,,505,6746,6766,6771,,,,
mainnet,default,headless-kittypunch-swap-1,0,21058,,,,,21085,23713,,,23765,42377,,,,,,,42379,48719,,
mainnet,default,headless-kittypunch-swap-3,0,18126,,,,,18150,21677,,,21702,37409,,,,,,,37426,44815,,
mainnet,default,headless-kittypunch-swap-4,0,1602,,,,,,,1617,5586,5625,21311,,,,,,,21344,25176,,
