network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,777,817,858,,,818,7413,7457,7497,,
testnet,default,transfer-erc20-test,0,678,715,769,,,718,7329,7349,7398,,
testnet,default,transfer-cadence-soft-finality-test,0,620,641,724,642,4983,,,5029,5103,643,9290
testnet,default,transfer-cadence-test,0,430,450,511,451,5831,,,5860,8926,453,9080
mainnet,default,transfer-test,0,948,970,1025,,,969,7662,7708,7756,,
mainnet,default,transfer-cadence-soft-finality-test,0,705,731,828,732,5951,,,5988,6081,734,11402
testnet,ALCHEMY_URL,transfer-test,1,620,664,726,,,665,7465,7503,7554,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,521,565,879,,,568,7315,7352,7431,,
mainnet,ALCHEMY_URL,transfer-test,0,563,562,620,,,563,4058,4086,4136,,
testnet,QUICKNODE_URL,transfer-test,0,425,459,500,,,460,7082,7094,7140,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,450,458,508,,,461,7120,7146,7194,,
mainnet,QUICKNODE_URL,transfer-test,0,526,564,619,,,565,7260,7299,7347,,
