network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,928,967,1042,,,967,7840,7855,7929,,
testnet,default,transfer-erc20-test,0,678,711,790,,,714,7626,7663,7735,,
testnet,default,transfer-cadence-soft-finality-test,0,859,905,1009,905,6467,,,6488,6595,907,10899
testnet,default,transfer-cadence-test,0,704,744,832,745,5265,,,5276,9326,747,9711
mainnet,default,transfer-test,0,1126,1160,1233,,,1161,8092,8114,8186,,
mainnet,default,transfer-cadence-soft-finality-test,0,784,791,909,792,4614,,,4614,4734,793,10231
testnet,ALCHEMY_URL,transfer-test,0,1662,1664,1903,,,1665,9533,9581,9686,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1498,1510,1736,,,1513,9151,9190,9430,,
mainnet,ALCHEMY_URL,transfer-test,0,907,913,1016,,,914,8143,8179,8276,,
testnet,QUICKNODE_URL,transfer-test,0,643,659,730,,,659,7567,7617,7686,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,638,661,735,,,663,7565,7568,7639,,
mainnet,QUICKNODE_URL,transfer-test,1,1210,1208,1282,,,1209,4866,4891,4963,,
