network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,537,558,577,,,559,13375,13419,13438,,
testnet,default,transfer-erc20-test,0,334,360,396,,,363,6763,6801,6823,,
testnet,default,transfer-cadence-soft-finality-test,0,782,782,835,782,5016,,,5016,5067,784,8184
testnet,default,transfer-cadence-test,0,320,351,382,352,4586,,,4632,8423,354,8800
mainnet,default,transfer-test,0,620,659,684,,,660,7086,7087,7110,,
mainnet,default,transfer-cadence-soft-finality-test,0,731,768,833,769,6956,,,6969,7031,771,12255
testnet,ALCHEMY_URL,transfer-test,0,417,460,504,,,462,6963,6984,7033,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,285,304,348,,,307,6822,6836,6866,,
mainnet,ALCHEMY_URL,transfer-test,0,280,304,331,,,305,13236,13258,13286,,
testnet,QUICKNODE_URL,transfer-test,0,255,257,279,,,258,6637,6685,6705,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,242,254,278,,,258,6639,6684,6704,,
mainnet,QUICKNODE_URL,transfer-test,0,452,456,480,,,455,6885,6894,6918,,
