network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1033,1065,1141,,,,,,,1066,8009,8036,8111,,,,
testnet,default,transfer-erc20-test,,,0,827,863,943,,,,,,,867,7810,7845,7921,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,696,734,842,,,,,735,7396,,,7433,7543,,,736,14076
testnet,default,transfer-cadence-test,,,0,593,623,717,,,,,624,6222,,,6261,9334,,,626,9579
mainnet,default,transfer-test,,,0,837,863,939,,,,,,,864,7596,7599,7674,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,668,703,821,,,,,704,7149,,,7165,7279,,,705,10673
testnet,ALCHEMY_URL,transfer-test,,,0,1870,1868,1984,,,,,,,1869,6460,6470,6711,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1067,1111,1351,,,,,,,1114,8646,8670,8779,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1625,1667,1788,,,,,,,1668,9379,9416,9516,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,884,913,989,,,,,,,914,14302,14318,14390,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,741,763,845,,,,,,,766,4407,4412,4486,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,1007,1014,1090,,,,,,,1014,7754,7796,7875,,,,
mainnet,default,headless-kittypunch-swap-1,0,21224,,,,,21238,24196,24244,43000,,,,,,,43052,50099,,
