network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,655,654,691,,,654,3946,3986,4020,,
testnet,default,transfer-erc20-test,0,684,709,750,,,711,3974,3985,4021,,
testnet,default,transfer-cadence-soft-finality-test,0,512,545,584,546,4802,,,4822,4861,548,6887
testnet,default,transfer-cadence-test,0,306,314,411,315,4568,,,4585,6415,317,6700
mainnet,default,transfer-test,0,599,605,616,,,605,6897,6910,6919,,
mainnet,default,transfer-cadence-soft-finality-test,0,474,491,541,492,7051,,,7083,7134,493,11318
testnet,ALCHEMY_URL,transfer-test,0,488,506,548,,,506,3800,3828,3860,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,421,452,510,,,455,3847,3880,3923,,
mainnet,ALCHEMY_URL,transfer-test,0,498,502,545,,,503,6999,7040,7082,,
testnet,QUICKNODE_URL,transfer-test,0,360,404,413,,,405,3473,3522,3530,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,251,252,265,,,255,3323,3367,3378,,
mainnet,QUICKNODE_URL,transfer-test,0,550,555,565,,,556,6835,6881,6889,,
