network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,727,759,794,,,760,4020,4028,4062,,
testnet,default,transfer-erc20-test,0,691,705,748,,,708,13655,13701,13738,,
testnet,default,transfer-cadence-test,1,479,488,550,488,6864,,,6898,9222,490,8968
mainnet,default,transfer-test,1,708,754,765,,,755,7036,7069,7078,,
mainnet,default,transfer-cadence-soft-finality-test,0,638,655,707,656,7465,,,7488,7540,657,11676
testnet,ALCHEMY_URL,transfer-test,0,599,605,647,,,606,7186,7203,7244,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,571,605,645,,,607,13494,13538,13580,,
mainnet,ALCHEMY_URL,transfer-test,0,2882,2919,3145,,,2920,11244,11288,11326,,
testnet,QUICKNODE_URL,transfer-test,0,554,554,563,,,554,6827,6846,6855,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,383,403,417,,,406,6682,6700,6710,,
mainnet,QUICKNODE_URL,transfer-test,0,367,403,412,,,402,6682,6708,6717,,
