network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,730,759,809,,,759,7446,7471,7520,,
testnet,default,transfer-erc20-test,0,543,558,611,,,561,7264,7272,7322,,
testnet,default,transfer-cadence-soft-finality-test,0,579,623,709,624,7009,,,7015,7100,625,11360
testnet,default,transfer-cadence-test,0,504,514,583,515,5876,,,5900,9648,517,10243
mainnet,default,transfer-test,0,873,910,966,,,911,7650,7680,7735,,
testnet,ALCHEMY_URL,transfer-test,0,1815,1818,2102,,,1818,9901,9941,10052,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1698,1716,2000,,,1719,9767,9787,9906,,
mainnet,ALCHEMY_URL,transfer-test,0,1529,1562,1833,,,1563,8963,8976,9092,,
testnet,QUICKNODE_URL,transfer-test,0,600,606,660,,,607,7300,7317,7365,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,575,608,666,,,611,7329,7352,7406,,
mainnet,QUICKNODE_URL,transfer-test,0,790,808,864,,,809,7532,7564,7615,,
