network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,307,354,376,,,355,3531,3550,3569,,
testnet,default,transfer-erc20-test,0,265,304,333,,,307,3481,3491,3511,,
testnet,default,transfer-cadence-soft-finality-test,0,499,544,598,545,3746,,,3776,3833,546,6924
testnet,default,transfer-cadence-test,0,317,364,402,365,3531,,,3543,6939,366,7754
mainnet,default,transfer-test,0,736,766,1066,,,767,7284,7304,7332,,
mainnet,default,transfer-cadence-soft-finality-test,0,393,408,1175,409,7456,,,7469,7534,410,10616
testnet,ALCHEMY_URL,transfer-test,1,585,611,654,,,612,3981,4002,4032,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,329,353,398,,,356,6908,6936,6967,,
mainnet,ALCHEMY_URL,transfer-test,0,442,455,482,,,456,6965,6992,7024,,
testnet,QUICKNODE_URL,transfer-test,0,252,253,273,,,254,3436,3449,3468,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,337,356,384,,,358,3531,3545,3566,,
mainnet,QUICKNODE_URL,transfer-test,0,484,504,619,,,504,7393,7440,7473,,
