network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,801,807,860,,,,,,,808,7451,7495,7574,,,,
testnet,default,transfer-erc20-test,,,0,906,904,960,,,,,,,907,7553,7553,7606,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,579,594,674,,,,,594,6043,,,6086,6165,,,596,9266
testnet,default,transfer-cadence-test,,,0,388,423,480,,,,,424,6894,,,6905,9867,,,425,10118
mainnet,default,transfer-test,,,0,630,663,687,,,,,,,664,7094,7122,7146,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,632,642,708,,,,,643,6505,,,6510,6575,,,644,10905
testnet,ALCHEMY_URL,transfer-test,,,0,553,561,624,,,,,,,562,7268,7296,7384,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,1,516,555,606,,,,,,,558,7242,7269,7338,,,,
mainnet,ALCHEMY_URL,transfer-test,,,1,800,812,878,,,,,,,813,4601,4639,4747,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,671,714,734,,,,,,,714,7097,7144,7163,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,356,354,377,,,,,,,357,6736,6767,6787,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,1330,1356,1380,,,,,,,1357,7788,7811,7835,,,,
mainnet,default,headless-kittypunch-swap-1,0,21054,,,,,21096,29333,29363,47728,,,,,,,47752,54346,,
