network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,368,409,440,,,,,,,410,6865,6887,6926,,,,
testnet,default,transfer-erc20-test,,,0,507,509,546,,,,,,,512,6993,6994,7026,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,405,419,476,,,,,420,6742,,,6749,6783,,,422,9876
testnet,default,transfer-cadence-test,,,0,305,344,377,,,,,345,4530,,,4532,7949,,,347,8691
mainnet,default,transfer-test,,,0,266,305,312,,,,,,,306,6560,6581,6589,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,272,304,350,,,,,304,31316,,,31317,31383,,,306,31317
testnet,ALCHEMY_URL,transfer-test,,,0,769,816,852,,,,,,,817,7302,7347,7383,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,653,663,709,,,,,,,667,7125,7149,7186,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,449,458,486,,,,,,,459,6895,6941,6964,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,527,560,566,,,,,,,561,6802,6851,6857,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,303,305,314,,,,,,,308,12954,12957,12964,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,380,407,414,,,,,,,408,6659,6685,6691,,,,
mainnet,default,headless-kittypunch-swap-1,0,20684,,,,,20686,29146,29154,47476,,,,,,,47522,53958,,
