network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,937,969,1038,,,,,,,970,7901,7908,7983,,,,
testnet,default,transfer-erc20-test,,,0,877,919,1000,,,,,,,922,7865,7911,7988,,,,
testnet,default,transfer-cadence-soft-finality-test,,,1,694,731,839,,,,,732,6359,,,6398,6505,,,733,9697
testnet,default,transfer-cadence-test,,,0,578,607,709,,,,,608,5133,,,5151,8194,,,610,8472
mainnet,default,transfer-test,,,0,805,816,895,,,,,,,816,4269,4289,4364,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,621,658,780,,,,,657,6803,,,6831,6994,,,659,10209
testnet,ALCHEMY_URL,transfer-test,,,0,1980,1990,2119,,,,,,,1991,9964,9999,10237,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1854,1894,2142,,,,,,,1897,9403,9449,9674,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1724,1740,2006,,,,,,,1741,6265,6284,6560,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,740,765,840,,,,,,,766,7708,7755,7830,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,736,766,847,,,,,,,769,7726,7758,7836,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,749,765,836,,,,,,,765,7472,7513,7585,,,,
mainnet,default,headless-kittypunch-swap-1,0,20535,,,,,20578,23509,23513,41803,,,,,,,41850,48733,,
