network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,789,816,873,,,817,4321,4339,4396,,
testnet,default,transfer-erc20-test,0,725,765,828,,,767,4244,4290,4351,,
testnet,default,transfer-cadence-soft-finality-test,0,653,665,750,665,3987,,,4032,4119,667,7256
testnet,default,transfer-cadence-test,0,481,495,563,495,3817,,,3817,7110,497,7088
mainnet,default,transfer-test,0,1347,1377,1438,,,1378,8183,8213,8274,,
mainnet,default,transfer-cadence-soft-finality-test,0,691,740,841,741,5867,,,5893,5996,742,11425
testnet,ALCHEMY_URL,transfer-test,0,1847,1889,2133,,,1890,6436,6485,6734,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1177,1176,1450,,,1178,5645,5679,5931,,
mainnet,ALCHEMY_URL,transfer-test,0,1144,1173,1300,,,1174,15030,15037,15137,,
testnet,QUICKNODE_URL,transfer-test,0,567,612,669,,,613,4122,4134,4192,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,587,612,669,,,615,4113,4135,4189,,
mainnet,QUICKNODE_URL,transfer-test,0,1587,1631,1693,,,1632,8434,8472,8533,,
