network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1018,1061,1131,,,,,,,,,1062,4698,4745,4814,,,,
testnet,default,transfer-erc20-test,,,0,722,758,833,,,,,,,,,761,4402,4442,4514,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,779,819,928,,,,,,,819,4233,,,4249,4353,,,821,7559
testnet,default,transfer-cadence-test,,,0,630,654,742,,,,,,,655,4063,,,4081,6942,,,656,7389
mainnet,default,transfer-test,,,0,1364,1368,1444,,,,,,,,,1368,8323,8361,8438,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,632,671,793,,,,,,,672,7021,,,7062,7199,,,673,11475
testnet,ALCHEMY_URL,transfer-test,,,0,993,1020,1137,,,,,,,,,1021,5100,5104,5207,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,976,1019,1159,,,,,,,,,1021,4914,4963,5062,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1198,1217,1324,,,,,,,,,1218,8703,8743,8877,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,711,708,784,,,,,,,,,709,4337,4339,4414,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,658,664,738,,,,,,,,,667,4305,4341,4412,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,939,968,1045,,,,,,,,,969,7924,7958,8034,,,,
mainnet,default,headless-kittypunch-swap-3,0,17832,,,,,17868,58825,,,58853,74703,,,,,,,74722,83070,,
mainnet,default,headless-kittypunch-swap-4,0,1817,,,,,,,1820,5135,5173,20863,,,,,,,20912,25733,,
