network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,998,1019,1071,,,,,,,,,1020,4413,4442,4494,,,,
testnet,default,transfer-erc20-test,,,0,840,867,923,,,,,,,,,870,4286,4288,4341,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,580,589,668,,,,,,,590,4977,,,4977,5055,,,591,8177
testnet,default,transfer-cadence-test,,,0,566,584,693,,,,,,,585,3877,,,3901,7173,,,587,8135
mainnet,default,transfer-test,,,0,706,714,739,,,,,,,,,715,7140,7170,7193,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,767,780,846,,,,,,,781,7339,,,7365,7431,,,782,9704
testnet,ALCHEMY_URL,transfer-test,,,0,592,611,690,,,,,,,,,612,4062,4081,4139,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,505,510,576,,,,,,,,,512,3961,3981,4053,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1143,1173,1226,,,,,,,,,1174,8207,8213,8270,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,471,512,531,,,,,,,,,513,3671,3680,3698,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,390,407,430,,,,,,,,,410,3569,3573,3736,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,597,616,641,,,,,,,,,617,7048,7048,7072,,,,
mainnet,default,headless-kittypunch-swap-1,0,21057,,,,,21055,29301,,,29325,47613,,,,,,,47651,60583,,
mainnet,default,headless-kittypunch-swap-2,0,2187,,,,,,,2215,8409,8447,26638,,,,,,,26671,33290,,
