network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,727,760,797,,,,,,,,,760,4084,4094,4128,,,,
testnet,default,transfer-erc20-test,,,0,565,607,668,,,,,,,,,610,3869,3887,3927,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,507,542,597,,,,,,,543,3808,,,3815,3873,,,545,6981
testnet,default,transfer-cadence-test,,,0,3642,3660,3717,,,,,,,3661,8985,,,8985,10094,,,3663,10045
mainnet,default,transfer-test,,,0,848,856,881,,,,,,,,,857,7287,7312,7335,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,416,429,496,,,,,,,430,9491,,,9525,9592,,,432,11643
testnet,ALCHEMY_URL,transfer-test,,,0,551,554,620,,,,,,,,,554,4039,4077,4150,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,466,504,573,,,,,,,,,507,3961,3977,4030,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,602,601,663,,,,,,,,,602,7281,7298,8525,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,546,552,572,,,,,,,,,553,3714,3717,3736,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,2126,2159,2183,,,,,,,,,2161,5321,5324,5345,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,657,702,727,,,,,,,,,703,7133,7136,7160,,,,
mainnet,default,headless-kittypunch-swap-1,0,21218,,,,,21250,30306,,,30315,49223,,,,,,,49252,55889,,
mainnet,default,headless-kittypunch-swap-2,0,2599,,,,,,,2645,9394,9441,28150,,,,,,,28178,34663,,
