network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,4579,4595,4667,,,,,,,4596,8232,8272,8343,,,,
testnet,default,transfer-erc20-test,,,0,818,815,895,,,,,,,818,4447,4492,4561,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,791,836,941,,,,,837,4201,,,4204,4312,,,839,7542
testnet,default,transfer-cadence-test,,,1,640,683,769,,,,,684,4121,,,4154,7492,,,686,8567
mainnet,default,transfer-cadence-soft-finality-test,,,0,746,754,884,,,,,755,6983,,,6982,7113,,,756,9227
testnet,ALCHEMY_URL,transfer-test,,,0,934,970,1085,,,,,,,971,4873,4901,5009,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,817,816,970,,,,,,,819,5302,5313,5442,,,,
testnet,QUICKNODE_URL,transfer-test,,,1,814,816,889,,,,,,,817,4442,4471,4543,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,776,818,893,,,,,,,821,4466,4499,4571,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,1318,1328,1411,,,,,,,1329,8290,8319,8400,,,,
mainnet,default,headless-kittypunch-swap-3,0,18182,,,,,18218,91153,91195,106967,,,,,,,106997,112333,,
