network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,798,805,859,,,,,,,806,7416,7449,7483,,,,
testnet,default,transfer-erc20-test,,,0,512,551,589,,,,,,,553,7058,7090,7125,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,579,620,673,,,,,621,6974,,,7002,7060,,,622,10127
testnet,default,transfer-cadence-test,,,0,501,542,583,,,,,543,5846,,,5867,9789,,,545,10048
mainnet,default,transfer-test,,,0,825,854,893,,,,,,,854,7459,7473,7517,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,764,810,898,,,,,810,8128,,,8141,8229,,,812,10282
testnet,ALCHEMY_URL,transfer-test,,,0,599,605,683,,,,,,,605,7519,7532,7616,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,945,956,1039,,,,,,,959,7773,7793,7871,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,898,904,972,,,,,,,905,7717,7733,7810,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,523,556,583,,,,,,,557,7004,7027,7053,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,415,454,485,,,,,,,457,6907,6932,6960,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,1028,1056,1096,,,,,,,1056,7665,7687,7727,,,,
mainnet,default,headless-kittypunch-swap-1,0,21323,,,,,21366,29933,29974,48407,,,,,,,48412,55346,,
