network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,544,561,597,,,,,,,,,562,7160,7193,7227,,,,
testnet,default,transfer-erc20-test,,,0,719,766,805,,,,,,,,,768,7282,7299,7334,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,373,414,753,,,,,,,414,5681,,,5724,5763,,,416,8851
testnet,default,transfer-cadence-test,,,0,281,291,355,,,,,,,291,5559,,,5602,8292,,,293,8707
mainnet,default,transfer-test,,,0,405,407,417,,,,,,,,,407,13101,13112,13121,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,297,346,409,,,,,,,346,5991,,,6012,6082,,,348,9165
testnet,ALCHEMY_URL,transfer-test,,,0,838,867,904,,,,,,,,,867,7379,7401,7441,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,310,356,386,,,,,,,,,359,6841,6888,6922,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,3553,3570,3599,,,,,,,,,3570,10040,10049,10084,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,450,459,468,,,,,,,,,459,6735,6738,6746,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,362,408,421,,,,,,,,,411,6686,6736,6746,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,458,459,469,,,,,,,,,459,6742,6788,6797,,,,
mainnet,default,headless-kittypunch-swap-1,0,20821,,,,,20842,29171,,,29209,47775,,,,,,,47795,54274,,
mainnet,default,headless-kittypunch-swap-2,0,1963,,,,,,,1962,7834,7837,26202,,,,,,,26210,32602,,
