network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,704,708,779,,,709,7604,7609,7679,,
testnet,default,transfer-erc20-test,0,707,707,785,,,709,7582,7606,7682,,
testnet,default,transfer-cadence-soft-finality-test,0,610,620,1433,620,4994,,,4996,5099,622,8309
testnet,default,transfer-cadence-test,0,514,559,641,559,6029,,,6037,8827,561,9343
mainnet,default,transfer-test,0,1586,1609,1686,,,1610,8561,8561,8638,,
testnet,ALCHEMY_URL,transfer-test,0,1407,1412,1684,,,1413,8868,8915,9322,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1135,1159,2005,,,1161,9180,9213,9471,,
mainnet,ALCHEMY_URL,transfer-test,0,1028,1060,1158,,,1060,5321,5341,5450,,
testnet,QUICKNODE_URL,transfer-test,0,698,706,777,,,707,7600,7605,7676,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,792,806,879,,,808,7669,7714,7785,,
mainnet,QUICKNODE_URL,transfer-test,0,1002,1008,1085,,,1009,7964,7999,8076,,
