network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,333,356,374,,,357,3533,3546,3563,,
testnet,default,transfer-erc20-test,1,283,303,325,,,306,6686,6723,6742,,
testnet,default,transfer-cadence-soft-finality-test,0,348,388,445,389,3505,,,3508,3561,390,6673
testnet,default,transfer-cadence-test,0,376,391,427,391,5545,,,5575,8582,392,8712
mainnet,default,transfer-test,0,591,609,633,,,610,7053,7084,7107,,
testnet,ALCHEMY_URL,transfer-test,0,1315,1313,1363,,,1314,7888,7890,7919,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,358,406,465,,,408,3725,3751,3799,,
mainnet,ALCHEMY_URL,transfer-test,0,488,506,563,,,507,7042,7079,7106,,
testnet,QUICKNODE_URL,transfer-test,0,336,355,379,,,356,3553,3594,3616,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,271,304,327,,,307,6686,6722,6741,,
mainnet,QUICKNODE_URL,transfer-test,0,1085,1110,1134,,,1111,7557,7575,7599,,
