network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,874,917,979,,,,,,,918,4544,4544,4604,,,,
testnet,default,transfer-erc20-test,,,0,921,969,1080,,,,,,,972,4701,4747,4809,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,508,528,636,,,,,528,4982,,,5017,5080,,,530,8177
testnet,default,transfer-cadence-test,,,0,498,536,621,,,,,536,4897,,,4927,6907,,,538,7122
mainnet,default,transfer-test,,,0,882,918,990,,,,,,,919,4380,4389,4461,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,579,583,713,,,,,584,6584,,,6607,6721,,,585,12351
testnet,ALCHEMY_URL,transfer-test,,,0,820,867,982,,,,,,,868,4758,4800,4927,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,866,866,978,,,,,,,869,4625,4644,4752,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,962,968,1107,,,,,,,969,8275,8314,8460,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,842,866,938,,,,,,,867,4518,4543,4614,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,765,765,840,,,,,,,768,4399,4440,4513,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,931,968,1041,,,,,,,969,7673,7704,7775,,,,
mainnet,default,headless-kittypunch-swap-1,0,21027,,,,,21054,29785,29833,48458,,,,,,,48471,55812,,
