network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,730,765,852,,,,,,,765,4189,4239,4284,,,,
testnet,default,transfer-erc20-test,,,0,710,713,763,,,,,,,715,4107,4136,4183,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,506,517,605,,,,,517,4917,,,4959,5046,,,519,7054
testnet,default,transfer-cadence-test,,,0,297,298,367,,,,,298,3533,,,3569,6699,,,300,7728
mainnet,default,transfer-test,,,0,666,714,771,,,,,,,714,7273,7295,7352,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,930,975,1154,,,,,975,7424,,,7456,7576,,,977,11871
testnet,ALCHEMY_URL,transfer-test,,,0,1013,1020,1150,,,,,,,1020,5076,5104,5229,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,985,1020,1145,,,,,,,1021,5089,5104,5235,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,955,970,1091,,,,,,,971,8141,8167,8275,,,,
testnet,QUICKNODE_URL,transfer-test,,,1,720,765,822,,,,,,,765,4270,4288,4344,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,702,714,779,,,,,,,717,4258,4293,4355,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,1017,1020,1077,,,,,,,1019,7579,7604,7660,,,,
mainnet,default,headless-kittypunch-swap-1,0,21428,,,,,21436,30787,30802,49010,,,,,,,49056,62788,,
