network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,726,759,791,,,,,,,759,7212,7234,7265,,,,
testnet,default,transfer-erc20-test,,,0,677,702,739,,,,,,,705,7155,7182,7214,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,414,429,463,,,,,428,4637,,,4653,4687,,,430,7765
testnet,default,transfer-cadence-test,,,0,258,271,353,,,,,271,6583,,,6602,8886,,,272,9685
mainnet,default,transfer-test,,,0,549,553,559,,,,,,,554,6796,6818,6824,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,470,500,548,,,,,500,8543,,,8545,8593,,,502,10765
testnet,ALCHEMY_URL,transfer-test,,,0,446,452,491,,,,,,,453,6914,6940,6967,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,710,754,787,,,,,,,757,7308,7338,7374,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,3621,3664,3691,,,,,,,3665,10466,10488,10514,,,,
testnet,QUICKNODE_URL,transfer-test,,,1,310,353,359,,,,,,,354,6592,6625,6630,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,274,303,313,,,,,,,306,6544,6557,6563,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,509,552,557,,,,,,,552,6791,6801,6806,,,,
mainnet,default,headless-kittypunch-swap-1,0,20829,,,,,20843,28906,28929,47289,,,,,,,47336,54004,,
