network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,726,758,819,,,759,7496,7523,7584,,
testnet,default,transfer-erc20-test,0,492,506,563,,,509,7227,7236,7292,,
testnet,default,transfer-cadence-soft-finality-test,0,648,653,743,653,7264,,,7264,7356,654,11648
testnet,default,transfer-cadence-test,0,477,485,557,485,5975,,,6021,8879,487,9256
mainnet,default,transfer-test,0,819,858,919,,,859,7656,7677,7738,,
mainnet,default,transfer-cadence-soft-finality-test,0,3522,3571,3666,3572,8828,,,8863,8963,3574,13197
testnet,ALCHEMY_URL,transfer-test,0,1185,1208,1332,,,1209,8792,8798,8945,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,946,961,1227,,,964,8383,8383,8631,,
mainnet,ALCHEMY_URL,transfer-test,0,757,763,868,,,763,7888,7938,8053,,
testnet,QUICKNODE_URL,transfer-test,0,565,608,670,,,609,7342,7372,7434,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,484,507,565,,,510,7229,7257,7313,,
mainnet,QUICKNODE_URL,transfer-test,0,584,606,668,,,607,7406,7416,7476,,
