network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,953,957,1019,,,,,,,957,7770,7812,7873,,,,
testnet,default,transfer-erc20-test,,,0,1036,1071,1139,,,,,,,1074,7917,7954,8016,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,576,611,722,,,,,612,6014,,,6040,6104,,,613,9214
testnet,default,transfer-cadence-test,,,0,482,519,631,,,,,520,6993,,,7008,9385,,,522,10188
mainnet,default,transfer-test,,,0,693,705,776,,,,,,,706,7404,7453,7524,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,624,628,744,,,,,629,12482,,,12491,12663,,,630,12482
testnet,ALCHEMY_URL,transfer-test,,,0,954,954,1054,,,,,,,955,8085,8095,8199,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,857,857,964,,,,,,,859,7881,7911,8014,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1343,1361,1469,,,,,,,1362,8735,8753,8853,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,722,760,831,,,,,,,761,7638,7656,7726,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,709,757,832,,,,,,,759,7624,7646,7718,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,945,953,1024,,,,,,,953,7658,7687,7759,,,,
mainnet,default,headless-kittypunch-swap-1,0,21190,,,,,21191,29621,29646,48198,,,,,,,48242,55096,,
