network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,620,659,678,,,,,,,659,3817,3850,3868,,,,
testnet,default,transfer-erc20-test,,,0,321,354,378,,,,,,,357,3522,3541,3562,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,511,552,606,,,,,553,3763,,,3767,3825,,,555,8020
testnet,default,transfer-cadence-test,,,0,447,468,505,,,,,469,3672,,,3685,6964,,,471,7887
mainnet,default,transfer-test,,,0,988,1009,1032,,,,,,,1010,7435,7477,7500,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,701,714,780,,,,,715,10042,,,10073,10137,,,717,12177
testnet,ALCHEMY_URL,transfer-test,,,0,1218,1261,1350,,,,,,,1262,4999,5005,5075,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,959,962,1047,,,,,,,964,4636,4657,4736,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,768,808,892,,,,,,,809,7808,7839,7921,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,301,302,321,,,,,,,303,3470,3492,3510,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,318,355,377,,,,,,,358,3520,3536,3556,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,523,555,579,,,,,,,556,6982,7016,7040,,,,
mainnet,default,headless-kittypunch-swap-1,0,21934,,,,,21982,24622,24671,43983,,,,,,,44027,50355,,
