network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1827,1859,1921,,,,,,,,,1859,5454,5470,5580,,,,
testnet,default,transfer-erc20-test,,,0,681,707,772,,,,,,,,,710,4163,4174,4238,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,543,573,691,,,,,,,574,3928,,,3942,4006,,,576,7171
testnet,default,transfer-cadence-test,,,0,483,485,551,,,,,,,486,4944,,,4980,6974,,,488,7075
mainnet,default,transfer-test,,,0,786,802,875,,,,,,,,,803,7509,7539,7611,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,813,821,935,,,,,,,821,8075,,,8100,8237,,,822,10446
testnet,ALCHEMY_URL,transfer-test,,,0,1191,1212,1336,,,,,,,,,1213,5068,5096,5212,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1103,1110,1248,,,,,,,,,1113,4944,4991,5108,,,,
mainnet,ALCHEMY_URL,transfer-test,,,1,752,757,865,,,,,,,,,758,7947,7963,8064,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,697,705,773,,,,,,,,,706,4314,4331,4397,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,721,755,826,,,,,,,,,758,4346,4383,4452,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,548,555,627,,,,,,,,,556,7269,7299,7371,,,,
mainnet,default,headless-kittypunch-swap-1,0,21154,,,,,21164,29955,,,29966,48558,,,,,,,48594,55579,,
mainnet,default,headless-kittypunch-swap-3,0,18939,,,,,18957,27427,,,27443,44450,,,,,,,44458,52300,,
mainnet,default,headless-kittypunch-swap-4,0,1252,,,,,,,1257,7162,7190,24199,,,,,,,24228,32078,,
