network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,541,561,595,,,,,,,,,561,7110,7146,7182,,,,
testnet,default,transfer-erc20-test,,,0,666,714,752,,,,,,,,,716,7215,7248,7285,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,480,520,578,,,,,,,520,4797,,,4806,4864,,,522,7951
testnet,default,transfer-cadence-test,,,0,490,519,575,,,,,,,519,5842,,,5876,9074,,,521,10051
mainnet,default,transfer-test,,,1,861,867,891,,,,,,,,,867,7299,7350,7374,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,654,666,745,,,,,,,667,5501,,,5532,5598,,,668,12935
testnet,ALCHEMY_URL,transfer-test,,,0,620,662,778,,,,,,,,,663,7526,7551,7618,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,601,612,693,,,,,,,,,614,7397,7403,7484,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,771,815,888,,,,,,,,,816,7562,7604,7671,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,219,255,278,,,,,,,,,255,6678,6685,6708,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,335,356,388,,,,,,,,,359,6780,6788,6811,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,764,765,790,,,,,,,,,765,7198,7246,7271,,,,
mainnet,default,headless-kittypunch-swap-1,0,21163,,,,,21203,22229,,,22275,40871,,,,,,,40893,47810,,
mainnet,default,headless-kittypunch-swap-2,0,2945,,,,,,,2981,5363,5388,24432,,,,,,,24454,31330,,
