network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed)
mainnet,default,headless-kittypunch-swap-1,0,1946,1987,11140,11172,29521,29568,36145
