network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,877,919,954,,,,,,,,,919,7436,7451,7484,,,,
testnet,default,transfer-erc20-test,,,0,720,766,803,,,,,,,,,768,7261,7311,7348,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,495,538,599,,,,,,,539,5852,,,5895,5935,,,540,8973
testnet,default,transfer-cadence-test,,,0,490,532,604,,,,,,,533,5868,,,5889,8166,,,534,9020
mainnet,default,transfer-test,,,0,851,867,899,,,,,,,,,867,7304,7345,7369,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,1102,1124,1209,,,,,,,1125,5999,,,6025,6105,,,1126,12546
testnet,ALCHEMY_URL,transfer-test,,,0,740,764,835,,,,,,,,,765,7450,7498,7560,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,603,611,680,,,,,,,,,614,7257,7300,7350,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,668,713,761,,,,,,,,,714,7584,7600,7648,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,589,612,632,,,,,,,,,613,6994,7040,7059,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,548,561,591,,,,,,,,,564,6946,6992,7012,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,786,815,839,,,,,,,,,816,7253,7301,7325,,,,
mainnet,default,headless-kittypunch-swap-1,0,21071,,,,,21096,29495,,,29514,47817,,,,,,,47837,54698,,
mainnet,default,headless-kittypunch-swap-2,0,2096,,,,,,,2115,8587,8603,26613,,,,,,,26619,33064,,
