network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,709,714,750,,,,,,,,,715,7228,7247,7281,,,,
testnet,default,transfer-erc20-test,,,0,709,714,752,,,,,,,,,716,7214,7245,7284,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,516,554,594,,,,,,,555,6936,,,6936,6976,,,556,10092
testnet,default,transfer-cadence-test,,,0,332,371,440,,,,,,,372,6665,,,6702,8148,,,373,8747
mainnet,default,transfer-test,,,0,938,968,994,,,,,,,,,969,7409,7447,7472,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,566,574,645,,,,,,,575,6491,,,6497,6566,,,577,10782
testnet,ALCHEMY_URL,transfer-test,,,0,620,662,724,,,,,,,,,663,7322,7347,7406,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,590,612,673,,,,,,,,,615,7282,7301,7361,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1504,1531,1627,,,,,,,,,1532,9326,9337,9458,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,422,461,481,,,,,,,,,462,6846,6848,6867,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,1,455,458,481,,,,,,,,,461,6844,6893,6914,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,635,663,688,,,,,,,,,664,7108,7147,7171,,,,
mainnet,default,headless-kittypunch-swap-1,0,21382,,,,,21424,29748,,,29792,48709,,,,,,,48716,55576,,
mainnet,default,headless-kittypunch-swap-2,0,1994,,,,,,,1998,8072,8088,26825,,,,,,,26826,33263,,
