network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,393,405,428,,,405,6804,6835,6854,,
testnet,default,transfer-erc20-test,0,299,303,325,,,306,6702,6712,6731,,
testnet,default,transfer-cadence-soft-finality-test,0,518,562,620,563,4719,,,4748,4808,564,8958
testnet,default,transfer-cadence-test,0,328,361,397,362,5538,,,5543,8809,363,9766
mainnet,default,transfer-test,0,367,404,429,,,405,3811,3847,3876,,
testnet,ALCHEMY_URL,transfer-test,0,440,452,497,,,453,6984,7019,7066,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,320,356,393,,,359,6841,6882,6910,,
mainnet,ALCHEMY_URL,transfer-test,0,344,355,387,,,356,6874,6925,6959,,
testnet,QUICKNODE_URL,transfer-test,0,319,353,376,,,353,6744,6778,6801,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,297,304,326,,,306,6712,6718,6739,,
mainnet,QUICKNODE_URL,transfer-test,0,320,354,378,,,355,6792,6813,6838,,
