network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,808,815,877,,,,,,,,,816,4363,4387,4449,,,,
testnet,default,transfer-erc20-test,,,0,872,918,984,,,,,,,,,921,4493,4496,4560,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,488,527,590,,,,,,,528,4887,,,4916,5082,,,529,8085
testnet,default,transfer-cadence-test,,,0,885,920,1012,,,,,,,921,4176,,,4189,7721,,,922,8439
mainnet,default,transfer-test,,,0,942,968,1040,,,,,,,,,969,7670,7702,7781,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,860,886,1007,,,,,,,887,8159,,,8185,8303,,,888,11519
testnet,ALCHEMY_URL,transfer-test,,,0,1064,1070,1189,,,,,,,,,1071,4831,4846,4967,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,920,968,1087,,,,,,,,,971,4731,4751,4864,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,707,713,812,,,,,,,,,714,7914,7961,8065,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,828,867,943,,,,,,,,,868,4532,4542,4617,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,710,713,789,,,,,,,,,716,4362,4390,4463,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,564,611,684,,,,,,,,,612,7316,7330,7402,,,,
mainnet,default,headless-kittypunch-swap-1,0,21157,,,,,21155,30530,,,30559,49040,,,,,,,49052,56003,,
mainnet,default,headless-kittypunch-swap-2,0,3441,,,,,,,3485,11098,11145,29877,,,,,,,29900,36766,,
