network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,894,916,975,,,917,7695,7711,7769,,
testnet,default,transfer-erc20-test,0,607,616,684,,,619,7454,7457,7522,,
testnet,default,transfer-cadence-soft-finality-test,0,550,556,649,557,8068,,,8113,8201,559,11350
testnet,default,transfer-cadence-test,0,675,680,763,681,5039,,,5074,8433,682,8340
mainnet,default,transfer-test,0,2638,2655,2714,,,2656,9424,9447,9590,,
testnet,ALCHEMY_URL,transfer-test,0,1366,1376,1621,,,1377,9312,9340,9565,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1305,1328,1577,,,1331,9139,9187,9295,,
mainnet,ALCHEMY_URL,transfer-test,0,999,1020,1135,,,1021,8214,8257,8362,,
testnet,QUICKNODE_URL,transfer-test,0,562,561,620,,,562,7336,7348,7406,,
testnet,QUICKNODE_URL,transfer-erc20-test,1,630,659,727,,,662,7493,7525,7590,,
mainnet,QUICKNODE_URL,transfer-test,0,596,603,661,,,604,7450,7476,7532,,
