network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,1,409,454,474,,,455,6831,6867,6886,,
testnet,default,transfer-erc20-test,0,244,256,280,,,259,6636,6637,6658,,
testnet,default,transfer-cadence-soft-finality-test,0,523,570,623,571,6848,,,6851,6904,573,11070
testnet,default,transfer-cadence-test,0,312,358,389,359,6736,,,6779,9495,361,9907
mainnet,default,transfer-test,0,629,660,685,,,661,7086,7088,7112,,
mainnet,default,transfer-cadence-soft-finality-test,0,807,848,914,849,5917,,,5941,6008,851,12290
testnet,ALCHEMY_URL,transfer-test,0,444,457,502,,,458,7006,7041,7076,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,294,303,346,,,306,6806,6827,6856,,
mainnet,ALCHEMY_URL,transfer-test,0,356,353,380,,,354,13252,13252,13276,,
testnet,QUICKNODE_URL,transfer-test,0,253,253,272,,,253,6633,6644,6662,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,237,255,278,,,257,6638,6638,6658,,
mainnet,QUICKNODE_URL,transfer-test,0,319,356,381,,,357,6786,6835,6858,,
