network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,476,507,527,,,508,3668,3690,3710,,
testnet,default,transfer-erc20-test,0,259,308,332,,,311,3469,3497,3519,,
testnet,default,transfer-cadence-soft-finality-test,0,372,419,471,420,3608,,,3645,3696,421,5716
testnet,default,transfer-cadence-test,0,282,328,361,328,3536,,,3550,6053,330,6695
mainnet,default,transfer-test,0,567,608,637,,,608,7030,7074,7097,,
mainnet,default,transfer-cadence-soft-finality-test,0,432,475,535,476,3622,,,3652,3717,477,9670
testnet,ALCHEMY_URL,transfer-test,1,535,559,610,,,560,3928,3947,4004,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,359,405,450,,,408,3724,3740,3785,,
mainnet,ALCHEMY_URL,transfer-test,0,390,404,447,,,405,6923,6964,6989,,
testnet,QUICKNODE_URL,transfer-test,0,252,255,276,,,256,3436,3441,3460,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,243,253,276,,,255,3415,3429,3451,,
mainnet,QUICKNODE_URL,transfer-test,0,507,506,556,,,507,13444,13462,13486,,
