network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,713,714,746,,,,,,,714,7191,7197,7227,,,,
testnet,default,transfer-erc20-test,,,0,499,509,545,,,,,,,512,6994,6995,7037,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,457,470,528,,,,,471,5711,,,5729,5762,,,472,8845
testnet,default,transfer-cadence-test,,,0,466,480,557,,,,,481,5749,,,5790,8667,,,483,8876
mainnet,default,transfer-test,,,0,818,816,823,,,,,,,817,13471,13471,13476,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,498,519,587,,,,,520,6093,,,6135,6199,,,521,10281
testnet,ALCHEMY_URL,transfer-test,,,0,728,765,819,,,,,,,766,7274,7297,7325,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,669,714,747,,,,,,,718,7144,7144,7167,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1337,1377,1413,,,,,,,1378,7849,7856,7895,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,319,357,363,,,,,,,358,6595,6632,6637,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,265,306,317,,,,,,,309,6545,6583,6817,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,473,510,516,,,,,,,510,6751,6769,6774,,,,
mainnet,default,headless-kittypunch-swap-1,0,21312,,,,,21345,29485,29513,48107,,,,,,,48140,54567,,
