network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,882,914,983,,,,,,,915,4498,4502,4568,,,,
testnet,default,transfer-erc20-test,,,0,873,910,990,,,,,,,913,4553,4554,4631,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,1360,1405,1502,,,,,1406,4743,,,4780,4882,,,1407,8062
testnet,default,transfer-cadence-test,,,0,672,721,803,,,,,722,5181,,,5182,7333,,,724,7410
mainnet,default,transfer-test,,,0,1074,1120,1197,,,,,,,1120,4791,4829,4905,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,885,928,1044,,,,,929,7392,,,7426,7544,,,930,14095
testnet,ALCHEMY_URL,transfer-test,,,0,1392,1415,1538,,,,,,,1416,5766,5769,6003,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1501,1519,1802,,,,,,,1522,5977,6016,6237,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,783,812,885,,,,,,,813,4443,4451,4522,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,751,756,830,,,,,,,759,4396,4443,4516,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,754,759,836,,,,,,,760,7699,7732,7807,,,,
mainnet,default,headless-kittypunch-swap-4,0,17893,,,,,17920,22356,22386,38164,,,,,,,38200,43067,,
