network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,1,736,764,822,,,,,,,,,765,3996,4031,4088,,,,
testnet,default,transfer-erc20-test,,,0,1438,1481,1542,,,,,,,,,1484,4715,4753,4787,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,263,276,336,,,,,,,277,3460,,,3496,3532,,,278,6568
testnet,default,transfer-cadence-test,,,0,482,523,575,,,,,,,524,4737,,,4758,7074,,,526,7845
mainnet,default,transfer-test,,,0,711,713,718,,,,,,,,,714,13363,13367,13372,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,488,487,551,,,,,,,488,7255,,,7276,7323,,,489,10373
testnet,ALCHEMY_URL,transfer-test,,,0,545,561,615,,,,,,,,,562,3837,3880,3905,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,458,459,505,,,,,,,,,461,3770,3781,3813,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,531,560,608,,,,,,,,,561,7127,7144,7175,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,302,306,314,,,,,,,,,307,3340,3368,3372,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,212,252,260,,,,,,,,,255,3288,3335,3341,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,716,714,720,,,,,,,,,715,6957,6990,6995,,,,
mainnet,default,headless-kittypunch-swap-1,0,21066,,,,,21104,29378,,,29421,48117,,,,,,,48163,51490,,
mainnet,default,headless-kittypunch-swap-2,0,1958,,,,,,,1964,8211,8252,26724,,,,,,,26728,33346,,
