network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,911,959,995,,,,,,,,,960,7485,7489,7524,,,,
testnet,default,transfer-erc20-test,,,0,795,810,850,,,,,,,,,813,7343,7374,7412,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,551,558,621,,,,,,,559,3737,,,3774,3835,,,560,6912
testnet,default,transfer-cadence-test,,,0,298,329,415,,,,,,,330,6678,,,6719,8136,,,332,8779
mainnet,default,transfer-test,,,0,773,802,812,,,,,,,,,803,7085,7107,7116,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,595,620,672,,,,,,,621,8441,,,8466,8533,,,623,12742
testnet,ALCHEMY_URL,transfer-test,,,0,614,652,708,,,,,,,,,653,4022,4030,4074,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,342,352,388,,,,,,,,,355,6868,6916,6950,,,,
mainnet,ALCHEMY_URL,transfer-test,,,1,758,804,869,,,,,,,,,805,7693,7711,7751,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,95,102,110,,,,,,,,,102,6380,6399,6410,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,99,99,112,,,,,,,,,103,6382,6410,6420,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,801,807,817,,,,,,,,,807,7091,7110,7120,,,,
mainnet,default,headless-kittypunch-swap-1,0,21267,,,,,21308,22301,,,22316,40950,,,,,,,40990,47564,,
mainnet,default,headless-kittypunch-swap-2,0,2423,,,,,,,2436,4927,4954,24699,,,,,,,24717,31266,,
mainnet,default,headless-kittypunch-swap-3,0,17902,,,,,17908,18986,,,19017,34765,,,,,,,34803,48669,,
mainnet,default,headless-kittypunch-swap-4,0,1826,,,,,,,1872,4234,4235,20170,,,,,,,20189,27543,,
