network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,526,554,590,,,,,,,554,3835,3883,3917,,,,
testnet,default,transfer-erc20-test,,,0,825,856,914,,,,,,,859,4158,4185,4221,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,502,544,598,,,,,545,3759,,,3761,3799,,,546,6901
testnet,default,transfer-cadence-test,,,0,330,372,424,,,,,372,3590,,,3594,6527,,,374,6749
mainnet,default,transfer-test,,,0,478,502,543,,,,,,,503,3852,3884,3924,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,490,538,626,,,,,538,6038,,,6063,6150,,,540,10704
testnet,ALCHEMY_URL,transfer-test,,,0,664,702,786,,,,,,,703,4314,4320,4402,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,616,654,737,,,,,,,657,4247,4281,4358,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1057,1056,1130,,,,,,,1056,14435,14481,14554,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,493,505,532,,,,,,,505,3779,3784,3810,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,388,405,435,,,,,,,407,3627,3637,3664,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,538,550,596,,,,,,,551,7192,7209,7253,,,,
mainnet,default,headless-kittypunch-swap-1,0,21056,,,,,21096,29740,29752,48143,,,,,,,48191,55212,,
