network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,597,608,637,,,,,,,,,608,7084,7135,7165,,,,
testnet,default,transfer-erc20-test,,,0,457,502,533,,,,,,,,,506,6969,6993,7020,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,415,440,502,,,,,,,441,3701,,,3708,3770,,,442,6894
testnet,default,transfer-cadence-test,,,0,354,385,444,,,,,,,386,5715,,,5715,9432,,,388,9967
mainnet,default,transfer-test,,,0,647,655,702,,,,,,,,,656,7237,7271,7307,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,452,499,580,,,,,,,500,6196,,,6232,6310,,,502,10555
testnet,ALCHEMY_URL,transfer-test,,,0,1429,1463,1693,,,,,,,,,1464,8936,8938,9026,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1375,1414,1590,,,,,,,,,1417,5428,5455,5635,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1369,1412,1601,,,,,,,,,1413,5483,5514,5719,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,444,455,484,,,,,,,,,456,6932,6972,7000,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,414,454,484,,,,,,,,,457,6913,6916,6943,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,646,659,706,,,,,,,,,660,7285,7298,7343,,,,
mainnet,default,headless-kittypunch-swap-1,0,21563,,,,,21602,24521,,,24549,43338,,,,,,,43364,50369,,
mainnet,default,headless-kittypunch-swap-2,0,2893,,,,,,,2905,6571,6614,25099,,,,,,,25125,31712,,
