network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,1,826,856,911,,,,,,,,,857,4257,4282,4317,,,,
testnet,default,transfer-erc20-test,,,0,790,809,867,,,,,,,,,812,4152,4192,4228,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,507,549,906,,,,,,,550,3773,,,3818,3872,,,551,8009
testnet,default,transfer-cadence-test,,,0,512,552,625,,,,,,,553,3761,,,3796,6656,,,554,6875
mainnet,default,transfer-test,,,0,1040,1053,1099,,,,,,,,,1054,7650,7675,7714,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,658,698,808,,,,,,,699,4462,,,4467,4578,,,700,8917
testnet,ALCHEMY_URL,transfer-test,,,0,986,1004,1128,,,,,,,,,1004,4681,4727,4838,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,879,904,988,,,,,,,,,906,4583,4632,4711,,,,
mainnet,ALCHEMY_URL,transfer-test,,,1,1080,1106,1199,,,,,,,,,1107,8084,8134,8222,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,411,455,482,,,,,,,,,456,3685,3733,3762,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,478,505,538,,,,,,,,,507,3752,3788,3818,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,854,861,906,,,,,,,,,861,7481,7522,7567,,,,
mainnet,default,headless-kittypunch-swap-1,0,21532,,,,,21536,30973,,,30998,49701,,,,,,,49731,56573,,
mainnet,default,headless-kittypunch-swap-2,0,2452,,,,,,,2480,9501,9516,28095,,,,,,,28139,34995,,
mainnet,default,headless-kittypunch-swap-3,0,18082,,,,,18109,37575,,,37600,53311,,,,,,,53329,61185,,
mainnet,default,headless-kittypunch-swap-4,0,1736,,,,,,,1760,8151,8189,24043,,,,,,,24069,31918,,
