network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,720,760,790,,,,,,,760,3986,4029,4059,,,,
testnet,default,transfer-erc20-test,,,0,702,703,740,,,,,,,706,3974,4017,4050,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,486,523,555,,,,,523,4689,,,4694,4729,,,525,6788
testnet,default,transfer-cadence-test,,,0,410,421,456,,,,,422,4588,,,4588,6482,,,423,7696
mainnet,default,transfer-test,,,0,323,353,359,,,,,,,354,13002,13052,13058,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,465,468,517,,,,,468,10202,,,10248,10307,,,470,14398
testnet,ALCHEMY_URL,transfer-test,,,0,599,604,640,,,,,,,605,3893,3935,3971,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,466,506,556,,,,,,,508,3719,3734,3772,,,,
mainnet,ALCHEMY_URL,transfer-test,,,1,693,709,749,,,,,,,710,7291,7315,7346,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,425,453,459,,,,,,,454,6692,6705,6710,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,316,353,363,,,,,,,356,6593,6610,6617,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,827,855,861,,,,,,,856,7095,7118,7123,,,,
mainnet,default,headless-kittypunch-swap-1,0,21014,,,,,21053,29495,29503,48445,,,,,,,48475,54940,,
