network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,1,1391,1406,1466,,,,,,,,,1407,4713,4720,4782,,,,
testnet,default,transfer-erc20-test,,,0,666,709,776,,,,,,,,,712,3969,3972,4009,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,629,665,727,,,,,,,666,3836,,,3880,3940,,,668,6977
testnet,default,transfer-cadence-test,,,0,495,504,590,,,,,,,505,5772,,,5772,7947,,,507,7873
mainnet,default,transfer-test,,,0,495,505,515,,,,,,,,,506,6785,6798,6807,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,452,500,551,,,,,,,501,7348,,,7388,7437,,,503,10458
testnet,ALCHEMY_URL,transfer-test,,,1,973,1006,1062,,,,,,,,,1007,7617,7664,7705,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,748,755,797,,,,,,,,,758,4039,4085,4126,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,766,806,863,,,,,,,,,807,4086,4087,4132,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,335,354,363,,,,,,,,,355,3434,60000,120195,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,445,458,471,,,,,,,,,461,6732,6760,6771,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,574,609,618,,,,,,,,,609,6888,6916,6925,,,,
mainnet,default,headless-kittypunch-swap-3,0,18198,,,,,18200,26377,,,26393,42101,,,,,,,42118,49454,,
mainnet,default,headless-kittypunch-swap-4,0,1736,,,,,,,1764,7379,7394,23066,,,,,,,23113,30453,,
