network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,575,607,636,,,608,7094,7133,7161,,
testnet,default,transfer-erc20-test,0,417,459,495,,,461,6921,6924,6953,,
testnet,default,transfer-cadence-soft-finality-test,0,581,612,678,613,5867,,,5898,5969,614,10148
testnet,default,transfer-cadence-test,0,381,420,462,421,5661,,,5702,8659,422,8854
mainnet,default,transfer-test,0,497,506,539,,,507,7042,7074,7105,,
testnet,ALCHEMY_URL,transfer-test,0,501,506,559,,,507,7207,7223,7274,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,393,410,458,,,412,7022,7032,7073,,
mainnet,ALCHEMY_URL,transfer-test,0,463,505,547,,,506,3868,3892,3931,,
testnet,QUICKNODE_URL,transfer-test,0,373,404,432,,,405,6860,6871,6896,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,338,353,382,,,354,6802,6832,6859,,
mainnet,QUICKNODE_URL,transfer-test,0,652,659,691,,,660,7256,7288,7407,,
