network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,598,614,641,,,615,7068,7081,7107,,
testnet,default,transfer-erc20-test,0,468,506,535,,,508,6968,6985,7012,,
testnet,default,transfer-cadence-soft-finality-test,0,595,628,693,629,5923,,,5965,6023,630,10169
testnet,default,transfer-cadence-test,0,532,570,615,571,7005,,,7018,9461,573,10204
mainnet,default,transfer-test,0,1095,1108,1138,,,1108,7604,7618,7647,,
mainnet,default,transfer-cadence-soft-finality-test,0,891,930,1004,931,6741,,,6763,6834,932,11046
testnet,ALCHEMY_URL,transfer-test,0,690,710,761,,,711,7326,7330,7365,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,638,659,950,,,661,7271,7322,7362,,
mainnet,ALCHEMY_URL,transfer-test,0,407,406,443,,,407,6993,7013,7050,,
testnet,QUICKNODE_URL,transfer-test,0,488,503,529,,,504,6975,7008,7034,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,385,405,440,,,407,6893,6931,6961,,
mainnet,QUICKNODE_URL,transfer-test,0,514,560,590,,,561,3832,3850,3879,,
